text,cleaned1,sentiment,emotion
"@perdiwhydi Hukum kentut, itu yang jelas jelas kepala ProJo terbukti judol aman2 aja dia 😂. Malah dapet jabatan mentri lagi hahah. Hukum apaan itu, HAMA",hukum kentut itu yang jelas jelas kepala promo terbukti judol aman saja dia bahkan dapat jabatan menteri lagi haha hukum apa itu hama,negative,anger
Itu banyakk hakim terlibat mafia kasus  gimana apa masih percays hskim di negri ini?,itu banyakk hakim terlibat mafia kasus bagaimana apa masih percays hskim di negeri ini,negative,anger
"Jika pasal tersebut digunakan pada seluruh pejabat serta mantan pejabat di negeri ini, berapa ribu bahkan juta orang yg masuk bui?",jika pasal tersebut digunakan pada seluruh pejabat serta mantan pejabat di negeri ini berapa ribu bahkan juta orang yang masuk bui,negative,anger
@dessy_anggraini9 Dihukum karena korupsi tanpa ada bukti uang yang dikorupsi.,dihukum karena korupsi tanpa ada bukti uang yang dikorupsi,negative,anger
"@ayosnry udah bg, ngga ad gunanya debat sama ternak. Dikasi fakta kuga percuma,, liat aj akun nya, ternak crokrori",sudah abang tidak ada gunanya debat sama ternak dikasih fakta kuga percuma lihat saja akun nya ternak crokrori,negative,anger
"Fotonya cakep, Kompas jempol. Slide 1, pak Tom paling indah diantara semuanya 👍",fotonya cakap kompas jempol slide pak tom paling indah diantara semuanya,positive,happy
Zulhas erlangga dll gmn kbrnya😂😂😂😂,zulhas erlangga dan lain lain bagaimana kbrnya,neutral,sadness
@perdiwhydi lu mati dikubur jg pake tata cara agama..,kamu mati dikubur juga pakai tata cara agama,negative,anger
"cakep kompas fotonya, has a deep meaning",cakap kompas fotonya has a deep meaning,neutral,sadness
😢😢,,UNKNOWN,UNKNOWN
"Karena beliau memberikan proyeknya ke UMKM gak ke BUMN.Yang mana itu padahal ga salah sama sekali karena ga ada hukum yang melarang.😢 Tidak terbukti tapi divonis salah,yang salah malah ga disentuh.",karena beliau memberikan proyeknya ke usaha mikro kecil dan menengah tidak ke bumnyang mana itu padahal tidak salah sama sekali karena tidak ada hukum yang melarang tidak terbukti tapi divonis salah yang salah bahkan tidak disentuh,negative,anger
Sehat terus org baik,sehat terus orang baik,positive,happy
tidak lain dan tidak bukan rezim ketar ketir kalo ga pake cara ini 2029,tidak lah dan tidak bukan rezim ketar ketir kalau tidak pakai cara ini,negative,anger
"Pak Tom @tomlembong ... sabar ya pak, hidup di Indonesia memang kya gni.",pak tom sabar iya pak hidup di indonesia memang kayak begini,negative,anger
"see you boomer 2045 Indonesia emas akan terjadi, toh kalian udah pada mati",see kamu boomer indonesia emas akan terjadi toh kalian sudah pada mati,negative,anger
@yan_martiansach coba baca yang bener informasi nya beliau tidak ada bukti malah bro,coba baca yang benar informasi nya beliau tidak ada bukti bahkan saudara laki laki,negative,anger
@coeanterus nga ada bukti dan tidak menikmati uang nya sepeserpun beliau,tidak ada bukti dan tidak menikmati uang nya sepeserpun beliau,negative,anger
@wira__aditya.idn paten bang,idn paten bang,neutral,happy
"Akibat bermain main lawan mul mul x gemoy, kaum lowbatt di tertawakan oleh kaum pokok e joget😂",akibat bermain main lawan mul mul x gemoy kaum lowbatt di tertawakan oleh kaum pokok e joget,negative,anger
💔💔💔💔💔,,UNKNOWN,UNKNOWN
Hukum tipu²,hukum tipu,negative,anger
Bisakah eksaminasi publik?,bisakah eksaminasi publik,negative,anger
"Jangan main2 dg ini barang,, bahaya kita,, raja jawa",jangan main dengan ini barang bahaya kita raja jawa,negative,fear
Orang jujur tidak bakal bisa hidup bersama dengan orang busuk… emas tetap emas dimanapun,orang jujur tidak bakal bisa hidup bersama dengan orang busuk emas tetap emas dimanapun,negative,anger
"@ayosnry yoooiiiii,,, di bilang sm pa anies ga tau upacara ja dendam ampe skrg😂😂",yoooiiiii di bilang sama pak anies tidak tahu upacara saja dendam sampai sekarang,negative,anger
Slide ke 2 itu tarwiyah ya,slide ke itu tarwiyah iya,neutral,anger
4 tahun? wkwkw pilpres lusmuluuss,tahun wkwk pemilihan presiden lusmuluuss,neutral,happy
18 Juli Hari Hukum Pesenan....,juli hari hukum pesanan,neutral,anger
"DUGAAN 😂 tp di vonis, ANEH TAPI NYATA PARAHHH👏",dugaan tapi di vonis aneh tapi nyata parahhh,negative,fear
"MaasyaAlloh, liat pak tom menatap begitu menenangkan... Tawakkal namun bukan ujung ikhtiar... semangat pak Tom",maasyaalloh lihat pak tom menatap begitu menenangkan tawakkal namun bukan ujung ikhtiar semangat pak tom,positive,sadness
Negara penuh manusia amplop...😢😢😢.Smoga Kebenaran menemukan jalanya sendiri..sehat dan kuat Pak Tom dan kelurganya😇,negara penuh manusia amplopsmoga kebenaran menemukan jalanya sendirisehat dan kuat pak tom dan kelurganya,positive,happy
"Penuh nuansa kepentingan, menteri sebelum dan sesudah bijimana yah? Apa karena gak ada request???",penuh nuansa kepentingan menteri sebelum dan sesudah bagaimana ya apa karena tidak ada request,neutral,fear
target kriminalisasi berikutnya adalah orang disebelah pak tom,target kriminalisasi berikutnya adalah orang di sebelah pak tom,negative,anger
RIP KEADILAN di INDONESIA ; RIP SILA KE 5 PANCASILA,rip keadilan di indonesia rip sila ke pancasila,neutral,happy
Kocak banget dah,kocak banget sudah,negative,sadness
@ayosnry anak Abah paling hobi tereak pejabat pada korupsi..giliran tom Lembong kena kasus kok ngga terima..dia kan pejabat juga di masa kasus ini😂😂😂,anak ayah paling hobi tereak pejabat pada korupsigiliran tom lembong kena kasus kok tidak terimadia kan pejabat juga di masa kasus ini,negative,anger
Padahal beliau dalam kapasitasnya dan tentu cukup menguras otak untuk stabilitas gula saat itu.. bukan yang sembarangan bikin keputusan utk kepentingan pribadi. Oh kenapa negara ogut gini banget,padahal beliau dalam kapasitasnya dan tentu cukup menguras otak untuk stabilitas gula saat itu bukan yang sembarangan bikin keputusan untuk kepentingan pribadi oh kenapa negara gue begini banget,negative,anger
Best captured moment 👏,terbaik captured momen,positive,happy
dipaksa sehat di negara yang sakit,dipaksa sehat di negara yang sakit,neutral,sadness
Sesuai pesanan geng mulyono,sesuai pesanan geng mulyono,neutral,sadness
@uniquecio di masa kasus ini joko udah pensiun? tom sendiri bilang apa yg dilakuinnya atas perintah joko,di masa kasus ini joko sudah pensiun tom sendiri bilang apa yang dilakukannya atas perintah joko,neutral,anger
🥀,,UNKNOWN,UNKNOWN
@ayosnry awal kasus tom bilang kagak ada melakukan impor gula...kenapa sekarang bilang diperintah Jokowi? 😂😂😂😂,awal kasus tom bilang tidak ada melakukan impor gulakenapa sekarang bilang diperintah jokowi,negative,anger
🥀🥀🥀🥀🥀🥀🥀,,UNKNOWN,UNKNOWN
:(,,UNKNOWN,UNKNOWN
"@dindasoez iyain aja bro, ternak Wiwi emng lucu²",iyakan saja saudara laki laki ternak wiwi memang lucu,negative,happy
Tahanan politik biasanya happy ending.. 🔥,tahanan politik biasanya bahagia akhir,neutral,happy
Cocok logi nih bang apa yg gak bisa di Konoha ini bang ya kan bang @ridzki,cocok logi ini bang apa yang tidak bisa di konoha ini bang iya kan bang,negative,happy
Tuhan tidak pernah istirahat🔥,tuhan tidak pernah istirahat,negative,anger
😂😂😂😂😂😂😂😂😂😂,,UNKNOWN,UNKNOWN
Timing flashnya 😮😮,timing flashnya,positive,happy
"you'll never walk alone, Mr. Tom.",youll never walk alone mr tom,negative,anger
NOOOOO😡😡😡😡,nooooo,positive,happy
@oxiyondi Terima kasih Sahabat Kompas🙌,terima kasih sahabat kompas,positive,happy
RIP Hukum Indonesia,rip hukum indonesia,neutral,happy
Pak Tom 😭😭,pak tom,negative,happy
Cerah banget senyum pak Tom,cerah banget senyum pak tom,negative,happy
Entahlah sudah tidak mengerti lg,entahlah sudah tidak mengerti lagi,negative,sadness
Negeri konoha... seorang penjahat msh bs tersenyum danndi bela ramai2 😂😂😂😂,negeri konoha seorang penjahat masih bisa tersenyum danndi bela ramai,negative,happy
Ini sih sungkem fotografernya 🔥❤️,ini sih sungkem fotografernya,negative,sadness
@perdiwhydi kamu liberal ya? Kok anti agama?,kamu liberal iya kok anti agama,negative,anger
@perdiwhydi cari tau dulu kebenaran baru komen,cari tahu dulu kebenaran baru komen,negative,anger
widih masih bisa ketawa2 krn tau ngak bakal miskin sampe  7 turunan,wow masih bisa tertawa karena tahu tidak bakal miskin sampai turunan,positive,happy
@acad_arlif kebanyakan foto jadi ga baca berita,kebanyakan foto jadi tidak baca berita,negative,sadness
🙌🙌🙌🙌,,UNKNOWN,UNKNOWN
Salam hormat dan sehat selalu Pak Tom 🔥,salam hormat dan sehat selalu pak tom,positive,happy
Makin kesini makin lucu aja hukum negeri gue,makin kesini makin lucu saja hukum negeri saya,negative,happy
Ceban pertama buat bayarin denda orang yg didzolimin,ceban pertama buat bayarkan denda orang yang didzolimin,negative,anger
Pas sampe Pilpres berikutnya,pas sampai pemilihan presiden berikutnya,negative,sadness
indonesia gonjang-ganjing hukum indonesia kek anjinkk,indonesia gonjangganjing hukum indonesia kayak anjinkk,negative,anger
Presiden skrg takut banget keserempet,presiden sekarang takut banget keserempet,negative,fear
"@perdiwhydi hakim jg manusia tong yg punya bnyk dosa, hukum dunia jg buatan manusia yg pasti ada salah, dasarnya apa lu bilang udah bener?!?",hakim juga manusia tong yang punya bak dosa hukum dunia juga buatan manusia yang pasti ada salah dasarnya apa kamu bilang sudah benar,negative,anger
Wkwk,tertawa,positive,happy
semangat pak ❤️,semangat pak,positive,happy
Foto kelass banget ini 🙌,foto kelas banget ini,positive,happy
Udah jelas koruptor yg sakit hati kr dipecat,sudah jelas koruptor yang sakit hati kr dipecat,negative,anger
😢😢,,UNKNOWN,UNKNOWN
Ya kira kira sampe pemilu 2029 selesai kali ya,iya kira kira sampai pemilihan umum selesai kali iya,neutral,sadness
"Hakimnya baik hati, harusnya lebih putusannya.. 🔥🔥",hakimnya baik hati harusnya lebih putusannya,negative,sadness
Patuh pada aturan Pemenang🔥❌️,patuh pada aturan pemenang,neutral,sadness
"Nabi Shallallahu ‘alaihi wa sallam bersabda:

الْقُضَاةُ ثَلَاثَةٌ، اثْنَانِ فِي النَّارِ، وَوَاحِدٌ فِي الْجَنَّةِ: رَجُلٌ عَلِمَ الْحَقَّ فَقَضَى بِهِ فَهُوَ فِي الْجَنَّةِ، وَرَجُلٌ قَضَى لِلنَّاسِ عَلَى جَهْلٍ فَهُوَ فِي النَّارِ، وَرَجُلٌ جَارَ فِي الْحُكْمِ فَهُوَ فِي النَّارِ

Hakim-hakim itu ada tiga, dua di neraka dan satu di surga : Seorang hakim yang mengetahui kebenaran, lalu dia memutuskan hukum dengan kebenaran, maka dia di surga; Seseorang (hakim)  yang memutuskan hukum dengan kebodohan, maka dia di neraka; Dan seorang (hakim) yang menyimpang di dalam keputusan, maka dia di neraka” [4]
Referensi : https://almanhaj.or.id/6980-menjadi-hakim-zhalim.html",nabi shallallahu alaihi wa salam bersabda hakimhakim itu ada tiga dua di neraka dan satu di surga seorang hakim yang mengetahui kebenaran lalu dia memutuskan hukum dengan kebenaran maka dia di surga seseorang hakim yang memutuskan hukum dengan kebodohan maka dia di neraka dan seorang hakim yang menyimpang di dalam keputusan maka dia di neraka referensi,negative,sadness
Indonesia gelap 😢🥀,indonesia gelap,negative,sadness
Tiba tiba banget ada pak anis😅,tiba tiba banget ada pak anis,neutral,sadness
"Kenapa fotonya terasa emosional banget, ya",kenapa fotonya terasa emosional banget iya,negative,sadness
Epic photo,epic photo,negative,sadness
Semoga selalu dalam lindunganNya Pak 😢,semoga selalu dalam lindungannya pak,positive,happy
Semoga bisa comeback di Pilpres 2029 🔥🔥🙌🙌,semoga bisa comeback di pemilihan presiden,neutral,happy
@bahri_25rambe keputusan tertentu tsb apakah termasuk keputusan impor komoditas penting skala nasional semacam gula? Batasan seperti apa dan koridor seperti apa? Ini seperti chatgpt bgt wkwkw,keputusan tertentu tersebut apakah termasuk keputusan impor komoditas penting skala nasional semacam gula batasan seperti apa dan koridor seperti apa ini seperti chatgpt banget wkwk,neutral,fear
Tugas berikutnya: lindungi pak Tom di penjara,tugas berikutnya lindungi pak tom di penjara,neutral,happy
Satu upaya mengamankan pilpres berikutnya tercapai 👏,satu upaya mengamankan pemilihan presiden berikutnya tercapai,neutral,happy
cuyyyy poto'ne apik tenan *sungkem 🙏🏼,cuyyyy potone apik benaran sungkem,positive,sadness
@dindasoez kan udah kena penyakit 🐍🐍🐍,kan sudah kena penyakit,negative,sadness
"Meski dibui, namamu akan tetap harum Pak Tom. Rakyat menyaksikan, tapi tak berdaya pada kekuasaan.",meski di bui namamu akan tetap harum pak tom rakyat menyaksikan tapi tidak berdaya pada kekuasaan,positive,sadness
Di ksh duit brp ya hakimnya 🥹,di kasih uang berapa iya hakimnya,neutral,anger
"Nice pic, Kompas did it again 🤌",bagus pic kompas did it again,positive,anger
Negeri dagelan,negeri dagelan,negative,anger
Rip keadilan!,rip keadilan,positive,happy
"@ayosnry kalo untung, adanya visi-misi prsiden. Kalo ternyata bermasalah, ya itu visi-misi kementerian. Cara mainnya mereka kan gitu, wong yg jadi presiden udah selevel dewa, ga pernah salah",kalau untung adanya visimisi presiden kalau ternyata bermasalah iya itu visimisi kementerian cara mainnya mereka kan begitu orang yang jadi presiden sudah selevel dewa tidak pernah salah,negative,anger
Wkwk,tertawa,positive,happy
Kerugian negara tidak terbayarkan dengan hukuman yg sangat ringan.,kerugian negara tidak terbayarkan dengan hukuman yang sangat ringan,positive,sadness
Negara ini ... kenapa sicch bermain main dengan HUKUM seenaknya...,negara ini kenapa sicch bermain main dengan hukum seenaknya,negative,anger
Terlalu mengada ngada kalau mau usut usut ampe ke yang ngasih persetujuan dong ex presiden kemana emang?,terlalu mengada tidak ada kalau mau usut usut sampai ke yang memberikan persetujuan dong mantan presiden kemana memang,negative,anger
Presidennya ga bersaksi di persidangan ya?,presidennya tidak bersaksi di persidangan iya,neutral,anger
Ada gerakan apa ngga tolong ini 😢,ada gerakan apa tidak tolong ini,negative,anger
contoh hakim yg pas kuliah sering bolos,contoh hakim yang pas kuliah sering bolos,negative,anger
"Gila fotonya 🔥, bounce back stronger Pak @tomlembong , bawa buku yang banyak pak 💪",gila fotonya bounce kembali lebih kuat pak bawa buku yang banyak pak,positive,happy
"Rasa hormat dan kekaguman saya tidak berkurang, bahkan bertambah kepada beliau. Semoga Pak Tom selalu sehat dan diangkat derajatnya oleh Tuhan.",rasa hormat dan kekaguman saya tidak berkurang bahkan bertambah kepada beliau semoga pak tom selalu sehat dan diangkat derajatnya oleh tuhan,positive,happy
We Stand with @tomlembong Terima kasih Pak @jokowi @prabowo sudah bikin Hukum Indonesia Hancur!,we stand dengan terima kasih pak sudah bikin hukum indonesia hancur,positive,happy
💔💔💔,,UNKNOWN,UNKNOWN
"4 tahun 6 bulan, pas banget ya sama sisa umur pemerintahan sekarang",tahun bulan pas banget iya sama sisa umur pemerintahan sekarang,positive,happy
😮😂😂😂,,UNKNOWN,UNKNOWN
"Tenang pak, Gusti allah mboten sare🤲🏻",tenang pak gusti allah tidak tidur,neutral,fear
Go to hell hakimnya 🔥🔥🔥,go to hell hakimnya,neutral,anger
Kalau bersalah ya salah aja. Hakim udah bener kok.,kalau bersalah iya salah saja hakim sudah benar kok,negative,anger
😢😢😢,,UNKNOWN,UNKNOWN
Lucu banget,lucu banget,positive,happy
Orang & institusi yang diperkaya oleh beliau tidak ikutan ke penjara kah?,orang institusi yang diperkaya oleh beliau tidak ikutan ke penjara kah,negative,happy
"Segininya ya Allah Negara ku tercinta ini, sedih sekali",segininya iya allah negara ku tercinta ini sedih sekali,negative,sadness
@perdiwhydi KEPALA BAPAK KAU,kepala bapak kamu,negative,anger
@dindasoez emang kau hakim? Emang kau Jaksa?  Gimana sih orang ini😂 taati aja hukum .,memang kamu hakim memang kamu jaksa bagaimana sih orang ini taati saja hukum,negative,anger
"@dhany2019a terserah kau dah bang. Dikitagama.""",terserah kamu sudah bang dikitagama,negative,anger
"Tuhan, aku juga mau korupsi",tuhan aku juga mau korupsi,negative,anger
"Jadi gini, klo menguntungkan swasta memang gaboleh, nanti korupsi dan untungnya bukan untuk orang yang dikenal. Tapi kalau menguntungkan orang BUMN atau pejabat lain itu boleh, jadi korupsi dan untungnya untuk orang-orang circle yang dikenal. Kesimpulan: menguntungkan swasta = korupsi ilegal. Menguntungkan BUMN = korupsi legal.",jadi begini kalau menguntungkan swasta memang tidak boleh nanti korupsi dan untungnya bukan untuk orang yang dikenal tapi kalau menguntungkan orang badan usaha milik negara atau pejabat lah itu boleh jadi korupsi dan untungnya untuk orangorang circle yang dikenal kesimpulan menguntungkan swasta korupsi ilegal menguntungkan badan usaha milik negara korupsi legal,negative,anger
Anis ko diam aja,anis kok diam saja,negative,sadness
Calon foto HL nih,calon foto hl ini,neutral,sadness
Balik main FB aja bu! Rusuh nanti 😂,balik main facebook saja bu rusuh nanti,negative,anger
Absolute comedy,absolute comedy,positive,sadness
😢😢😢,,UNKNOWN,UNKNOWN
😢,,UNKNOWN,UNKNOWN
Hakim 👎👎👎👎,hakim,negative,anger
Bravo pak hakim😎,bravo pak hakim,neutral,happy
@lang_aditia iya betul,iya betul,positive,sadness
Wkwkwkwk IQ under 40 😂 lebih tinggi IQ primata 🐒,tertawa intelligence quotient under lebih tinggi intelligence quotient primata,negative,anger
😅,,UNKNOWN,UNKNOWN
Yang sabar pak tom politik memang suka begitu bercanda nya 😴😴😴😴😴😴😴,yang sabar pak tom politik memang suka begitu bercanda nya,positive,happy
Menunggu hasil penyelidikan dan persidangan dari kerugian negara di kasus dugaan korupsi laptop chromebook...,menunggu hasil penyelidikan dan persidangan dari kerugian negara di kasus dugaan korupsi laptop chromebook,neutral,fear
😢😢,,UNKNOWN,UNKNOWN
Kocak,kocak,negative,sadness
tetep dijalur oposisi pak @aniesbaswedan ..pengorbanan pak tom jangan dilupakan. jangan sekali pun mau masuk pemerintahan..bakal jd senjata makan tuan sendiri.,tetap dijalur oposisi pak pengorbanan pak tom jangan dilupakan jangan sekali pun mau masuk pemerintahanbakal jadi senjata makan tuan sendiri,negative,anger
“Bekas” presiden waktu itu emang gak acc? Atau planga-plongo doang? Masa anak buah bergerak sendiri tanpa perintah? Or masa jadi pemimpin gak tau anak buahnya ngapain? Sungguh negara apa sih ini? Negara kutukan keknya deh,bekas presiden waktu itu memang tidak accord atau plangaplongo doang masa anak buah bergerak sendiri tanpa perintah orang masa jadi pemimpin tidak tahu anak buahnya sedang apa sungguh negara apa sih ini negara kutukan sepertinya deh,negative,anger
Gusti ora sare...,gusti tidak tidur,negative,sadness
Jadi pejabar di negeri ini kalau gak jadi tumbal yah numbalin orang,jadi pejabar di negeri ini kalau tidak jadi tumbal ya numbalin orang,negative,anger
"Kopinya ga laku, lanjut ngebuzzer.",kopinya tidak laku lanjut ngebuzzer,negative,sadness
"Gara2 bilang ,,klo pidato kasih contekan,,,",gara bilang kalau pidato kasih sontekan,neutral,anger
Sing sare sampean,sing tidur sampean,neutral,sadness
@ghoziverse siap bossq,siap bossq,positive,happy
Batian keneh matak seuri ge,batian masih matak seuri ge,negative,sadness
Pengadilan yang sdh mati,pengadilan yang sudah mati,negative,anger
Senyum😊,senyum,positive,happy
@ayosnry Dirjen kementeriannya yg ACC harus d vonis yg rekom ACC nya,direktur jenderal kementeriannya yang accord harus di vonis yang rekom accord nya,neutral,anger
Negoro wagu,negoro wagu,neutral,sadness
Vonisnya persis sesuai prediksi pak @mohmahfudmd 😂😂,vonisnya persis sesuai prediksi pak,neutral,sadness
Ga terima !! Harus banding ! Iyaa jaksa harus banding.. vonisnya harusnya 15 tahun minimal,tidak terima harus banding iya jaksa harus banding vonisnya harusnya tahun minimal,neutral,anger
Kalo begitu @zul.hasan seharusnya terlibat dong bos @kejaksaan.ri @jaksapedia,kalau begitu hasan seharusnya terlibat dong bos mencari,negative,anger
Kasus yang lucu. Keadilan akan menemukan jalannya sendiri..,kasus yang lucu keadilan akan menemukan jalannya sendiri,negative,happy
@milanistipanji itu under siapa? Keputusan sepenting impor komoditas emg gak diperintah langsung sama presiden? Kok bisa? Katanya gak boleh ada visi-misi kementerian? Adanya visi-misi presiden?,itu under siapa keputusan sepenting impor komoditas memang tidak diperintah langsung sama presiden kok bisa katanya tidak boleh ada visimisi kementerian adanya visimisi presiden,negative,anger
😢😢😢😢,,UNKNOWN,UNKNOWN
Sampe jan ethes jadi presiden ya? Hehe,sampai jangan ethes jadi presiden iya he,negative,anger
Tersinggungan yaa orangnya 😂,tersinggungan ya orangnya,negative,sadness
Masih  bisa tersenyum dia nya😂,masih bisa tersenyum dia nya,neutral,sadness
Koq di beritanya ga ada info Tom Lembong terima duit berapa?,kok di beritanya tidak ada informasi tom lembong terima uang berapa,negative,anger
Rip keadilan,rip keadilan,positive,happy
Ayo Jaksa PU banding.......,ayo jaksa punya banding,negative,anger
"@risqiansyah_ ..Hakim itu ada tiga: dua di neraka dan satu di surga. Seorang hakim yang memutuskan hukum tidak berdasarkan kebenaran padahal ia mengetahuinya, maka di neraka. Seorang hakim yang memutuskan hukum tanpa ilmu sehingga hilanglah hak-hak manusia, maka ia di neraka. Dan seorang hakim yang memutuskan berdasarkan kebenaran, maka ia di surga. (HR. Tirmidzi no. 1322)",hakim itu ada tiga dua di neraka dan satu di surga seorang hakim yang memutuskan hukum tidak berdasarkan kebenaran padahal ia mengetahuinya maka di neraka seorang hakim yang memutuskan hukum tanpa ilmu sehingga hilanglah tertawa manusia maka ia di neraka dan seorang hakim yang memutuskan berdasarkan kebenaran maka ia di surga hari tirmidzi no,negative,fear
Whop,whop,positive,happy
@jokowi wah bapa,wah bapa,positive,happy
Lawakan new order baru,lawakan new order baru,neutral,sadness
Apparamu udah divonis bang @soldaten_svastika,apparamu sudah divonis bang,negative,anger
Jadi ciri khas spot foto Koruptor indo yah😂,jadi ciri khas spot foto koruptor indonesia ya,neutral,happy
😢😢😢,,UNKNOWN,UNKNOWN
Bukan 7 thn ya..?,bukan tahun iya,negative,sadness
@lang_aditia duh SDM rendah IQ under 40 komennya 😂😂😂,aduh sumber daya manusia rendah intelligence quotient under komennya,negative,anger
@kopianu kasian nanti brand kopimu bro,kasihan nanti merek kopimu saudara laki laki,negative,anger
Serem bgt nih yg setting ini kasus tanggung dosa dunia akhiratnya. Cuma masalah waktu aja.. we’ll see,seram banget ini yang atur ini kasus tanggung dosa dunia akhiratnya cuma masalah waktu saja well see,negative,anger
"Koruptor di Indonesia gak pernah berakhir karena terlalu ringan, blm yg berduit bisa main bayar bayar biar napi bisa jalan jalan, hidup enak di penjara VVIP",koruptor di indonesia tidak pernah berakhir karena terlalu ringan belum yang berduit bisa main bayar bayar biar narapidana bisa jalan jalan hidup enak di penjara vvip,negative,anger
@kopianu ganti akun dulu bang,ganti akun dulu bang,neutral,sadness
😮‍💨🤜🤛,,UNKNOWN,UNKNOWN
yg nyuruh tu coba berani gk di adili,yang menyuruh itu coba berani tidak di adili,negative,anger
Periksa rekening dan hartanya jaksa penuntut dan Hakimnya. Pasti bertambah drastis. Kalau tidak ketemu jangan lupa periksa setiap sudut rumah pasti ada karung tumpukan uang yg tersembunyi..,periksa rekening dan hartanya jaksa penuntut dan hakimnya pasti bertambah drastis kalau tidak ketemu jangan lupa periksa setiap sudut rumah pasti ada karung tumpukan uang yang tersembunyi,negative,fear
Tidak ada uang yang dia korupsi kalaupun tuduhan memperkaya orang lain dia hanya menjalankan kebijakan yang mulyono berikan..terlihat terlalu dipaksakan,tidak ada uang yang dia korupsi kalaupun tuduhan memperkaya orang lah dia hanya menjalankan kebijakan yang mulyono berikanterlihat terlalu dipaksakan,negative,anger
"Gk kaget sih, Pak Tom kan mantan timses nya Pak Anies saat nyapres,
Itu aja point nya 😅",tidak kaget sih pak tom kan mantan tim sukses nya pak anies saat mencalonkan presiden itu saja point nya,neutral,happy
"Korban keganasan politik Mulyono  ,terbukti jaksa tidak mau hadirkan Jokowi sebagai saksi",korban keganasan politik mulyono terbukti jaksa tidak mau hadirkan jokowi sebagai saksi,neutral,anger
Muda2han hakimnya mengalami kecelakaan satu keluarga...,mudahan hakimnya mengalami kecelakaan satu keluarga,neutral,sadness
Hukum sdh tebang pilih....menteri yg lain juga di perintahkan utk impor juga kok...nggak kena...ya,hukum sudah tebang pilihmenteri yang lah juga di perintahkan untuk impor juga koknggak kenaya,negative,anger
yang nyuruh kagak kesentuh hukum ..kan kocak,yang menyuruh tidak kesentuh hukum kan kocak,negative,anger
Smpai dsni pham kan dan sdah kelihtan bgaimna bobroknya hukum di negara konoha ini,sampai di sini pham kan dan sudah kelihtan bgaimna bobroknya hukum di negara konoha ini,negative,anger
"Sayang sekali saksi Jokowi tidak ada disetiap persidangan Tom karena jaksa penuntut umum tidak mau atau tidak berani menghadirkan Jokowi, kebijakan yg diambil tom pasti ada persetujuan dari presiden pada waktu itu..
Tetap semangat tom, semoga yg menzolimi anda akan mendapatkan zolim yg berlipat2... Aamiin",sayang sekali saksi jokowi tidak ada disetiap persidangan tom karena jaksa penuntut umum tidak mau atau tidak berani menghadirkan jokowi kebijakan yang diambil tom pasti ada persetujuan dari presiden pada waktu itu tetap semangat tom semoga yang menzolimi anda akan mendapatkan zolim yang berlipat amin,positive,happy
"Tuhan tidak tidur, akan ada balasan setelahnya karena menzolimi org yg ga terbukti dan akan terungkap kasus pada para penuntut.",tuhan tidak tidur akan ada balasan setelahnya karena menzolimi orang yang tidak terbukti dan akan terungkap kasus pada para penuntut,negative,anger
"Ya enak tambah 6 bulan penjara dari pada bayar 750 juta. 
Keluar dari penjara 750 juta bisa buat foya - foya. 
Nabung selama beberapa tahun susah untuk mengumpulkan rp 750 juta. 
Harusnya semua asetnya disita negara alias dimiskinkan, agar tahu, mengerti, dan merasakan apa yang dirasakan rakyat yang kurang mampu.",iya enak tambah bulan penjara dari pada bayar juta keluar dari penjara juta bisa buat foya foya menabung selama beberapa tahun susah untuk mengumpulkan rupiah juta harusnya semua asetnya disita negara alias dimiskinkan agar tahu mengerti dan merasakan apa yang dirasakan rakyat yang kurang mampu,negative,anger
Hukum gak adil,hukum tidak adil,negative,anger
"Mangkanya rugi lok maling itu curi barang ato merampok, begal, mending jadi tukang korupsi aja enak....",mangkanya rugi lok maling itu curi barang atau merampok begal lebih baik jadi tukang korupsi saja enak,negative,anger
Memang nya dia salah apa ya.🤭,memang nya dia salah apa iya,negative,sadness
Siapapun yg tidak adil SMG mndptkan adzab.,siapapun yang tidak adil semoga mendapatkan azab,negative,fear
Hanya di negara ini tersangka korupsi tampil depan umum dengan wajah bangga dan di sanjung-sanjung. Di negara luar pasti gak berani nunjukin batang hidungnya depan publik.,hanya di negara ini tersangka korupsi tampil depan umum dengan wajah bangga dan di sanjungsanjung di negara luar pasti tidak berani menunjukkan batang hidungnya depan publik,negative,anger
"Semangat ya Pak, Bapak orang baik tapi korban dari Penguasa terdahulu, Bapak salah satu orang yg mendukung Pak Anies Baswedan mencalonkan jadi Presiden, kan itu penyebabnya Bapak di penjarah.",semangat iya pak bapak orang baik tapi korban dari penguasa terdahulu bapak salah satu orang yang mendukung pak anies baswedan mencalonkan jadi presiden kan itu penyebabnya bapak di penjarah,negative,anger
"Melakukan korupsi bersama sama, tetapi yg di penjara cuma satu orang..pie konsepnya ❓",melakukan korupsi bersama sama tetapi yang di penjara cuma satu orangpie konsepnya,negative,anger
Semoga di beri kesehatan dan kesabaran untuk Pak Tom lembong dan keluarga.,semoga di beri kesehatan dan kesabaran untuk pak tom lembong dan keluarga,positive,happy
